home,score,away,result,home_score,away_score,goal_goal,over_1,over_2,over_3,over_4,home_odd,draw_odd,away_odd
CHE,4-0,SOU,3,4,0,0,1,1,1,0,3.09,3.23,2.40
TOT,0-0,MNC,1,0,0,0,0,0,0,0,1.85,3.47,4.51
WBA,2-1,CRY,3,2,1,1,1,1,0,0,2.44,3.24,3.02
SWA,2-0,BOU,3,2,0,0,1,0,0,0,2.24,3.07,3.59
ARS,0-2,TOT,0,0,2,0,1,0,0,0,2.25,3.05,3.60
LEI,1-2,CHE,0,1,2,1,1,1,0,0,3.09,3.23,2.40
MNC,2-1,BRI,3,2,1,1,1,1,0,0,4.53,3.42,1.86
EVE,3-1,WAT,3,3,1,1,1,1,1,0,2.44,3.24,3.02
STC,0-1,NWC,0,0,1,0,0,0,0,0,1.56,4.05,6.24
LIV,3-1,BUR,3,3,1,1,1,1,1,0,2.48,3.20,2.99
SOU,2-1,HUD,3,2,1,1,1,1,0,0,1.56,4.05,6.24
WHU,1-0,MNU,3,1,0,0,0,0,0,0,3.71,3.08,2.19
NWC,0-1,LIV,0,0,1,0,0,0,0,0,4.39,3.33,1.92
HUD,1-0,LEI,3,1,0,0,0,0,0,0,1.56,4.05,6.24
MNU,0-1,SWA,0,0,1,0,0,0,0,0,1.37,4.87,8.61
CRY,1-1,SOU,1,1,1,1,1,0,0,0,2.88,3.15,2.60
BOU,1-2,EVE,0,1,2,1,1,1,0,0,3.85,3.17,2.11
ARS,1-0,WBA,3,1,0,0,0,0,0,0,4.88,3.34,1.83
CHE,2-1,WHU,3,2,1,1,1,1,0,0,1.78,3.33,5.32
WAT,2-1,STC,3,2,1,1,1,1,0,0,2.31,2.98,3.56
TOT,1-1,BRI,1,1,1,1,1,0,0,0,1.66,3.64,5.82
BUR,1-3,MNC,0,1,3,1,1,1,1,0,3.02,3.24,2.44
WHU,0-1,HUD,0,0,1,0,0,0,0,0,1.77,3.44,5.16
BRI,3-1,BUR,3,3,1,1,1,1,1,0,3.04,3.21,2.44
EVE,0-3,MNU,0,0,3,0,1,1,0,0,2.58,3.19,2.86
WBA,1-2,TOT,0,1,2,1,1,1,0,0,4.39,3.33,1.92
LIV,1-3,WAT,0,1,3,1,1,1,1,0,2.89,3.24,2.53
SOU,3-0,ARS,3,3,0,0,1,1,0,0,1.85,3.47,4.51
STC,2-1,BOU,3,2,1,1,1,1,0,0,1.56,4.05,6.24
LEI,2-2,CRY,1,2,2,1,1,1,1,0,2.88,3.15,2.60
SWA,2-3,CHE,0,2,3,1,1,1,1,1,4.88,3.34,1.83
MNC,5-1,NWC,3,5,1,1,1,1,1,1,5.84,3.74,1.63
CRY,2-2,WHU,1,2,2,1,1,1,1,0,1.97,3.26,4.27
HUD,0-0,SWA,1,0,0,0,0,0,0,0,2.24,3.07,3.59
BOU,1-1,LIV,1,1,1,1,1,0,0,0,4.39,3.33,1.92
ARS,1-0,LEI,3,1,0,0,0,0,0,0,1.85,3.47,4.51
TOT,0-0,BUR,1,0,0,0,0,0,0,0,2.24,3.08,3.58
NWC,1-1,BRI,1,1,1,1,1,0,0,0,1.96,3.29,4.25
WAT,2-1,MNC,3,2,1,1,1,1,0,0,1.57,3.92,6.28
CHE,1-1,EVE,1,1,1,1,1,0,0,0,2.06,3.22,3.95
MNU,1-3,STC,0,1,3,1,1,1,1,0,1.85,3.47,4.51
WBA,2-1,SOU,3,2,1,1,1,1,0,0,1.56,4.05,6.24
EVE,1-1,HUD,1,1,1,1,1,0,0,0,1.47,4.37,7.20
STC,1-0,CHE,3,1,0,0,0,0,0,0,3.09,3.23,2.40
BRI,0-1,WAT,0,0,1,0,0,0,0,0,1.77,3.43,5.16
MNC,2-1,BOU,3,2,1,1,1,1,0,0,5.84,3.74,1.63
SWA,2-2,CRY,1,2,2,1,1,1,1,0,1.96,3.29,4.25
WHU,0-1,ARS,0,0,1,0,0,0,0,0,1.78,3.33,5.32
BUR,3-0,NWC,3,3,0,0,1,1,0,0,3.85,3.17,2.11
LEI,0-2,WBA,0,0,2,0,1,0,0,0,1.56,4.05,6.24
SOU,3-3,TOT,1,3,3,1,1,1,1,1,2.06,3.22,3.95
LIV,2-2,MNU,1,2,2,1,1,1,1,0,2.59,3.17,2.87
WAT,3-1,BUR,3,3,1,1,1,1,1,0,2.16,3.10,3.80
CHE,1-4,LIV,0,1,4,1,1,1,1,1,2.25,3.05,3.60
ARS,1-1,SWA,1,1,1,1,1,0,0,0,4.88,3.34,1.83
MNU,0-2,MNC,0,0,2,0,1,0,0,0,2.13,3.19,3.75
BOU,2-3,BRI,0,2,3,1,1,1,1,1,1.96,3.29,4.25
TOT,3-2,NWC,3,3,2,1,1,1,1,1,1.46,4.38,7.18
CRY,0-3,EVE,0,0,3,0,1,1,0,0,1.66,3.63,5.82
SOU,0-1,LEI,0,0,1,0,0,0,0,0,2.31,2.98,3.56
WBA,1-1,WHU,1,1,1,1,1,0,0,0,3.02,3.19,2.46
HUD,1-0,STC,3,1,0,0,0,0,0,0,1.56,4.05,6.24
MNC,1-0,CHE,3,1,0,0,0,0,0,0,2.58,3.20,2.86
STC,2-0,CRY,3,2,0,0,1,0,0,0,2.88,3.15,2.60
WHU,2-0,SOU,3,2,0,0,1,0,0,0,2.44,3.21,3.04
BUR,2-1,BOU,3,2,1,1,1,1,0,0,3.85,3.17,2.11
BRI,0-0,MNU,1,0,0,0,0,0,0,0,1.57,3.96,6.26
EVE,3-2,ARS,3,3,2,1,1,1,1,1,2.06,3.22,3.95
SWA,0-0,WBA,1,0,0,0,0,0,0,0,2.24,3.07,3.59
LEI,0-0,TOT,1,0,0,0,0,0,0,0,2.06,3.22,3.95
LIV,1-2,HUD,0,1,2,1,1,1,0,0,1.46,4.38,7.18
NWC,0-3,WAT,0,0,3,0,1,1,0,0,3.55,2.99,2.31
MNU,2-0,BUR,3,2,0,0,1,0,0,0,2.58,3.19,2.86
TOT,0-0,WAT,1,0,0,0,0,0,0,0,2.89,3.34,1.83
WBA,0-3,EVE,0,0,3,0,1,1,0,0,3.85,3.17,2.11
ARS,2-0,STC,3,2,0,0,1,0,0,0,3.09,3.23,2.40
BOU,0-0,NWC,1,0,0,0,0,0,0,0,2.24,3.07,3.59
HUD,2-2,MNC,1,2,2,1,1,1,1,0,5.84,3.74,1.63
CRY,2-1,LIV,3,2,1,1,1,1,0,0,1.66,3.64,5.82
SOU,3-0,SWA,3,3,0,0,1,1,0,0,1.56,4.05,6.24
LEI,3-1,WHU,3,3,1,1,1,1,1,0,2.44,3.21,3.04
CHE,3-2,BRI,3,3,2,1,1,1,1,1,3.93,3.24,2.05
MNC,0-2,CRY,0,0,2,0,1,0,0,0,1.33,5.20,9.52
SWA,1-4,LEI,0,1,4,1,1,1,1,1,1.56,4.05,6.24
LIV,1-2,ARS,0,1,2,1,1,1,0,0,2.25,3.05,3.60
BRI,2-1,HUD,3,2,1,1,1,1,0,0,2.44,3.24,3.02
BUR,2-0,CHE,3,2,0,0,1,0,0,0,2.06,3.22,3.95
STC,1-1,WBA,1,1,1,1,1,0,0,0,1.56,4.05,6.24
NWC,1-3,MNU,0,1,3,1,1,1,1,0,1.37,4.87,8.61
WAT,3-0,BOU,3,3,0,0,1,1,0,0,3.55,2.99,2.31
EVE,2-4,SOU,0,2,4,1,1,1,1,1,2.16,3.10,3.80
WHU,0-2,TOT,0,0,2,0,1,0,0,0,3.20,3.19,2.36
CHE,3-0,NWC,3,3,0,0,1,1,0,0,4.88,3.34,1.83
LEI,1-1,EVE,1,1,1,1,1,0,0,0,2.16,3.10,3.80
TOT,2-2,BOU,1,2,2,1,1,1,1,0,1.46,4.38,7.18
MNU,2-1,WAT,3,2,1,1,1,1,0,0,3.09,3.23,2.40
SOU,0-0,STC,1,0,0,0,0,0,0,0,2.31,2.98,3.56
HUD,2-2,BUR,1,2,2,1,1,1,1,0,3.85,3.17,2.11
WBA,1-0,LIV,3,1,0,0,0,0,0,0,4.39,3.33,1.92
WHU,2-1,SWA,3,2,1,1,1,1,0,0,1.77,3.44,5.16
ARS,1-0,MNC,3,1,0,0,0,0,0,0,2.13,3.19,3.75
CRY,1-0,BRI,3,1,0,0,0,0,0,0,2.29,3.02,3.53
EVE,1-0,WHU,3,1,0,0,0,0,0,0,3.00,3.17,2.49
NWC,1-0,HUD,3,1,0,0,0,0,0,0,2.24,3.07,3.59
WAT,1-1,CHE,1,1,1,1,1,0,0,0,1.85,3.47,4.51
BUR,1-1,CRY,1,1,1,1,1,0,0,0,1.66,3.63,5.82
LIV,1-1,SOU,1,1,1,1,1,0,0,0,2.06,3.22,3.95
SWA,2-1,TOT,3,2,1,1,1,1,0,0,1.46,4.38,7.18
BOU,0-1,MNU,0,0,1,0,0,0,0,0,1.37,4.87,8.61
MNC,2-0,WBA,3,2,0,0,1,0,0,0,1.23,6.22,13.1
STC,1-1,LEI,1,1,1,1,1,0,0,0,2.31,2.98,3.56
BRI,4-2,ARS,3,4,2,1,1,1,1,1,1.57,3.96,6.26
WBA,0-0,BRI,1,0,0,0,0,0,0,0,2.44,3.24,3.02
TOT,2-0,MNU,3,2,0,0,1,0,0,0,2.25,3.05,3.60
CRY,1-1,NWC,1,1,1,1,1,0,0,0,1.96,3.29,4.52
SOU,3-3,MNC,1,3,3,1,1,1,1,1,3.71,3.08,2.20
ARS,0-3,BUR,0,0,3,0,1,1,0,0,2.58,3.19,2.86
WHU,1-2,STC,0,1,2,1,1,1,0,0,1.95,3.32,4.25
SWA,2-0,EVE,3,2,0,0,1,0,0,0,1.47,4.37,7.20
CHE,3-1,BOU,3,3,1,1,1,1,1,0,4.88,3.34,1.83
HUD,1-3,WAT,0,1,3,1,1,1,1,0,1.56,4.05,6.24
LEI,1-1,LIV,1,1,1,1,1,0,0,0,2.06,3.22,3.95
BUR,2-0,WBA,3,2,0,0,1,0,0,0,1.47,4.37,7.20
BOU,2-2,HUD,1,2,2,1,1,1,1,0,2.24,3.07,3.59
BRI,2-2,SOU,1,2,2,1,1,1,1,0,2.88,3.15,2.60
NWC,1-2,ARS,0,1,2,1,1,1,0,0,4.88,3.34,1.83
WAT,1-0,CRY,3,1,0,0,0,0,0,0,1.77,3.43,5.16
EVE,3-0,TOT,3,3,0,0,1,1,0,0,2.48,3.20,2.99
MNC,3-1,LEI,3,3,1,1,1,1,1,0,3.71,3.08,2.20
MNU,2-0,CHE,3,2,0,0,1,0,0,0,2.43,3.24,3.02
STC,0-0,SWA,1,0,0,0,0,0,0,0,3.55,2.99,2.31
LIV,3-0,WHU,3,3,0,0,1,1,0,0,3.20,3.19,2.36
SOU,0-3,BUR,0,0,3,0,1,1,0,0,2.44,3.24,3.02
WBA,2-2,NWC,1,2,2,1,1,1,1,0,2.24,3.07,3.59
HUD,1-1,MNU,1,1,1,1,1,0,0,0,4.88,3.34,1.83
TOT,1-2,CHE,0,1,2,1,1,1,0,0,2.59,3.17,2.87
ARS,0-0,WAT,1,0,0,0,0,0,0,0,3.09,3.23,2.40
CRY,1-1,BOU,1,1,1,1,1,0,0,0,1.96,3.29,4.25
SWA,0-2,LIV,0,0,2,0,1,0,0,0,1.46,4.38,7.18
WHU,2-0,MNC,3,2,0,0,1,0,0,0,1.44,4.42,7.71
EVE,3-2,STC,3,3,2,1,1,1,1,1,2.16,3.10,3.80
LEI,3-2,BRI,3,3,2,1,1,1,1,1,2.88,3.15,2.60
LIV,3-0,EVE,3,3,0,0,1,1,0,0,2.24,3.08,3.58
NWC,1-1,SOU,1,1,1,1,1,0,0,0,1.56,4.05,6
CHE,2-0,HUD,3,2,0,0,1,0,0,0,4.88,3.34,1.83
MNU,1-1,CRY,1,1,1,1,1,0,0,0,3.93,3.24,2.05
BRI,0-1,WHU,0,0,1,0,0,0,0,0,1.97,3.26,4.27
BUR,1-0,LEI,3,1,0,0,0,0,0,0,2.44,3.24,3.02
MNC,4-1,SWA,3,4,1,1,1,1,1,1,5.84,3.74,1.63
STC,0-1,TOT,0,0,1,0,0,0,0,0,2.06,3.22,3.95
WAT,0-0,WBA,1,0,0,0,0,0,0,0,3.55,2.99,2.31
BOU,2-2,ARS,1,2,2,1,1,1,1,0,4.88,3.34,1.83
NWC,2-1,LEI,3,2,1,1,1,1,0,0,1.56,4.05,6.24
MNU,0-2,ARS,0,0,2,0,1,0,0,0,2.43,3.24,3.02
BRI,2-4,SWA,0,2,4,1,1,1,1,1,1.96,3.29,4.25
BOU,1-0,WBA,3,1,0,0,0,0,0,0,2.24,3.07,3.59
BUR,2-1,WHU,3,2,1,1,1,1,0,0,1.86,3.42,4.52
MNC,0-0,EVE,1,0,0,0,0,0,0,0,1.70,3.60,5.38
LIV,2-4,STC,0,2,4,1,1,1,1,1,2.06,3.22,3.95
TOT,1-1,HUD,1,1,1,1,1,0,0,0,4.39,3.33,1.92
WAT,2-1,SOU,3,2,1,1,1,1,0,0,2.31,2.98,3.56
CHE,1-0,CRY,3,1,0,0,0,0,0,0,1.57,3.96,6.26
EVE,1-1,BRI,1,1,1,1,1,0,0,0,1.66,3.63,5.82
WBA,1-2,MNU,0,1,2,1,1,1,0,0,4.88,3.34,1.83
LIV,1-0,TOT,3,1,0,0,0,0,0,0,2.43,3.24,3.02
ARS,1-3,CHE,0,1,3,1,1,1,1,0,2.43,3.24,3.02
LEI,1-2,WAT,0,1,2,1,1,1,0,0,2.31,2.98,3.56
STC,1-2,MNC,0,1,2,1,1,1,0,0,3.71,3.08,2.20
WHU,0-0,NWC,1,0,0,0,0,0,0,0,3.02,3.19,2.46
CRY,0-1,HUD,0,0,1,0,0,0,0,0,2.44,3.24,3.02
SOU,4-1,BOU,3,4,1,1,1,1,1,1,1.56,4.05,6.24
SWA,2-1,BUR,3,2,1,1,1,1,0,0,3.85,3.17,2.11
BRI,1-2,STC,0,1,2,1,1,1,0,0,2.88,3.15,2.60
MNC,1-2,LIV,0,1,2,1,1,1,0,0,1.85,3.47,4.51
BUR,2-1,EVE,3,2,1,1,1,1,0,0,2.39,3.20,3.14
MNU,1-1,SOU,1,1,1,1,1,0,0,0,1.85,3.47,4.51
HUD,1-3,ARS,0,1,3,1,1,1,1,0,1.37,4.87,8.61
CHE,2-0,WBA,3,2,0,0,1,0,0,0,1.37,4.87,8.61
BOU,1-0,LEI,3,1,0,0,0,0,0,0,1.56,4.05,6.24
WAT,1-0,WHU,3,1,0,0,0,0,0,0,1.95,3.32,4.25
NWC,0-1,SWA,0,0,1,0,0,0,0,0,2.24,3.07,3.59
TOT,5-1,CRY,3,5,1,1,1,1,1,1,3.54,3.00,2.30
WHU,3-1,BOU,3,3,1,1,1,1,1,0,3.02,3.19,2.46
WBA,1-2,HUD,0,1,2,1,1,1,0,0,2.24,3.07,3.59
ARS,3-2,CRY,3,3,2,1,1,1,1,1,1.57,3.96,6.26
LIV,2-1,BRI,3,2,1,1,1,1,0,0,1.66,3.64,5.82
EVE,1-1,NWC,1,1,1,1,1,0,0,0,1.47,4.37,7.20
STC,2-0,BUR,3,2,0,0,1,0,0,0,2.44,3.24,3.02
SOU,2-0,CHE,3,2,0,0,1,0,0,0,3.09,3.23,2.40
MNC,3-0,TOT,3,3,0,0,1,1,0,0,1.85,3.47,4.51
SWA,0-1,WAT,0,0,1,0,0,0,0,0,3.55,2.99,2.31
LEI,0-1,MNU,0,0,1,0,0,0,0,0,1.85,3.47,4.51
CHE,3-0,LEI,3,3,0,0,1,1,0,0,3.09,3.23,2.40
WAT,3-1,EVE,3,3,1,1,1,1,1,0,2.44,3.24,3.02
BUR,1-1,LIV,1,1,1,1,1,0,0,0,2.48,3.20,2.99
HUD,1-1,SOU,1,1,1,1,1,0,0,0,1.56,4.05,6.24
BOU,1-1,SWA,1,1,1,1,1,0,0,0,2.24,3.07,3.59
CRY,2-0,WBA,3,2,0,0,1,0,0,0,2.44,3.24,3.02
TOT,1-1,ARS,1,1,1,1,1,0,0,0,2.25,3.05,3.60
NWC,1-1,STC,1,1,1,1,1,0,0,0,1.56,4.05,6.24
MNU,2-1,WHU,3,2,1,1,1,1,0,0,3.71,3.08,2.19
BRI,0-0,MNC,1,0,0,0,0,0,0,0,4.53,3.42,1.86
LIV,2-2,NWC,1,2,2,1,1,1,1,0,4.39,3.33,1.92
SWA,0-3,MNU,0,0,3,0,1,1,0,0,1.37,4.87,8.61
WHU,0-3,CHE,0,0,3,0,1,1,0,0,1.78,3.33,5.32
WBA,0-3,ARS,0,0,3,0,1,1,0,0,4.88,3.34,1.83
BRI,0-1,TOT,0,0,1,0,0,0,0,0,1.66,3.64,5.82
LEI,2-1,HUD,3,2,1,1,1,1,0,0,1.56,4.05,6.24
STC,1-3,WAT,0,1,3,1,1,1,1,0,2.31,2.98,3.56
EVE,0-1,BOU,0,0,1,0,0,0,0,0,3.85,3.17,2.11
MNC,1-0,BUR,3,1,0,0,0,0,0,0,3.02,3.24,2.44
SOU,1-0,CRY,3,1,0,0,0,0,0,0,2.88,3.15,2.60
CRY,1-1,LEI,1,1,1,1,1,0,0,0,2.88,3.15,2.60
BOU,2-2,STC,1,2,2,1,1,1,1,0,1.56,4.05,6.24
WAT,1-3,LIV,0,1,3,1,1,1,1,0,2.89,3.24,2.53
ARS,0-1,SOU,0,0,1,0,0,0,0,0,1.85,3.47,4.51
HUD,0-0,WHU,1,0,0,0,0,0,0,0,1.77,3.44,5.16
MNU,5-0,EVE,3,5,0,0,1,1,1,1,2.58,3.19,2.86
TOT,0-0,WBA,1,0,0,0,0,0,0,0,4.39,3.33,1.92
CHE,0-1,SWA,0,0,1,0,0,0,0,0,4.88,3.34,1.83
NWC,2-0,MNC,3,2,0,0,1,0,0,0,5.84,3.74,1.63
BUR,2-1,BRI,3,2,1,1,1,1,0,0,3.04,3.21,2.44
LEI,1-0,ARS,3,1,0,0,0,0,0,0,1.85,3.47,4.51
STC,1-3,MNU,0,1,3,1,1,1,1,0,1.85,3.47,4.51
EVE,0-5,CHE,0,0,5,0,1,1,1,1,2.06,3.22,3.95
BRI,0-2,NWC,0,0,2,0,1,0,0,0,1.96,3.29,4.25
SOU,4-2,WBA,3,4,2,1,1,1,1,1,1.56,4.05,6.24
SWA,0-2,HUD,0,0,2,0,1,0,0,0,2.24,3.07,3.59
BUR,1-1,TOT,1,1,1,1,1,0,0,0,2.24,3.08,3.58
MNC,1-1,WAT,1,1,1,1,1,0,0,0,1.57,3.92,6.28
LIV,2-2,BOU,1,2,2,1,1,1,1,0,4.39,3.33,1.92
WHU,1-2,CRY,0,1,2,1,1,1,0,0,1.97,3.26,4.27
BOU,0-0,MNC,1,0,0,0,0,0,0,0,5.84,3.74,1.63
CHE,3-0,STC,3,3,0,0,1,1,0,0,3.09,3.23,2.40
CRY,2-1,SWA,3,2,1,1,1,1,0,0,1.96,3.29,4.25
WAT,5-0,BRI,3,5,0,0,1,1,1,1,1.77,3.43,5.16
MNU,0-1,LIV,0,0,1,0,0,0,0,0,2.59,3.17,2.87
ARS,2-0,WHU,3,2,0,0,1,0,0,0,1.78,3.33,5.32
TOT,2-2,SOU,1,2,2,1,1,1,1,0,2.06,3.22,3.95
HUD,1-1,EVE,1,1,1,1,1,0,0,0,1.47,4.37,7.20
NWC,0-3,BUR,0,0,3,0,1,1,0,0,3.85,3.17,2.11
WBA,2-2,LEI,1,2,2,1,1,1,1,0,1.56,4.05,6.24
LEI,3-1,SOU,3,3,1,1,1,1,1,0,2.31,2.98,3.56
NWC,1-0,TOT,3,1,0,0,0,0,0,0,1.46,4.38,7.18
EVE,0-0,CRY,1,0,0,0,0,0,0,0,1.66,3.63,5.82
STC,3-1,HUD,3,3,1,1,1,1,1,0,1.56,4.05,6.24
BRI,1-0,BOU,3,1,0,0,0,0,0,0,1.96,3.29,4.25
WHU,1-0,WBA,3,1,0,0,0,0,0,0,3.02,3.19,2.46
MNC,5-0,MNU,3,5,0,0,1,1,1,1,2.13,3.19,3.75
BUR,0-1,WAT,0,0,1,0,0,0,0,0,2.16,3.10,3.80
LIV,0-1,CHE,0,0,1,0,0,0,0,0,2.25,3.05,3.60
SWA,2-1,ARS,3,2,1,1,1,1,0,0,4.88,3.34,1.83
WBA,1-0,SWA,3,1,0,0,0,0,0,0,2.24,3.07,3.59
TOT,2-3,LEI,0,2,3,1,1,1,1,1,2.06,3.22,3.95
MNU,2-2,BRI,1,2,2,1,1,1,1,0,1.57,3.96,6.26
BOU,2-1,BUR,3,2,1,1,1,1,0,0,3.85,3.17,2.11
HUD,0-2,LIV,0,0,2,0,1,0,0,0,1.46,4.38,7.18
CRY,2-0,STC,3,2,0,0,1,0,0,0,2.88,3.15,2.60
WAT,2-1,NWC,3,2,1,1,1,1,0,0,3.55,2.99,2.31
CHE,2-3,MNC,0,2,3,1,1,1,1,1,2.58,3.20,2.86
ARS,1-1,EVE,1,1,1,1,1,0,0,0,2.06,3.22,3.95
SOU,0-1,WHU,0,0,1,0,0,0,0,0,2.44,3.21,3.04
WHU,2-0,LEI,3,2,0,0,1,0,0,0,2.44,3.21,3.04
WAT,1-1,TOT,1,1,1,1,1,0,0,0,2.89,3.34,1.83
BRI,1-0,CHE,3,1,0,0,0,0,0,0,3.93,3.24,2.05
LIV,3-0,CRY,3,3,0,0,1,1,0,0,1.66,3.64,5.82
STC,3-2,ARS,3,3,2,1,1,1,1,1,3.09,3.23,2.40
MNC,2-0,HUD,3,2,0,0,1,0,0,0,5.84,3.74,1.63
SWA,1-2,SOU,0,1,2,1,1,1,0,0,1.56,4.05,6.24
NWC,1-0,BOU,3,1,0,0,0,0,0,0,2.24,3.07,3.59
BUR,1-1,MNU,1,1,1,1,1,0,0,0,2.58,3.19,2.86
EVE,1-0,WBA,3,1,0,0,0,0,0,0,3.85,3.17,2.11
CHE,2-0,BUR,3,2,0,0,1,0,0,0,2.06,3.22,3.95
LEI,3-1,SWA,3,3,1,1,1,1,1,0,1.56,4.05,6.24
ARS,2-1,LIV,3,2,1,1,1,1,0,0,2.25,3.05,3.60
TOT,0-0,WHU,1,0,0,0,0,0,0,0,3.20,3.19,2.36
BOU,0-4,WAT,0,0,4,0,1,1,1,0,3.55,2.99,2.31
MNU,5-0,NWC,3,5,0,0,1,1,1,1,1.37,4.87,8.61
CRY,2-1,MNC,3,2,1,1,1,1,0,0,1.33,5.20,9.52
HUD,2-0,BRI,3,2,0,0,1,0,0,0,2.44,3.24,3.02
SOU,1-1,EVE,1,1,1,1,1,0,0,0,2.16,3.10,3.80
WBA,1-1,STC,1,1,1,1,1,0,0,0,1.56,4.05,6.24
WAT,4-1,MNU,3,4,1,1,1,1,1,1,3.09,3.23,2.40
LIV,1-0,WBA,3,1,0,0,0,0,0,0,4.39,3.33,1.92
MNC,3-2,ARS,3,3,2,1,1,1,1,1,2.13,3.19,3.75
EVE,2-1,LEI,3,2,1,1,1,1,0,0,2.16,3.10,3.80
NWC,2-4,CHE,0,2,4,1,1,1,1,1,4.88,3.34,1.83
SWA,0-0,WHU,1,0,0,0,0,0,0,0,1.77,3.44,5.16
BRI,2-1,CRY,3,2,1,1,1,1,0,0,2.29,3.02,3.53
BUR,4-1,HUD,3,4,1,1,1,1,1,1,3.85,3.17,2.11
BOU,3-3,TOT,1,3,3,1,1,1,1,1,1.46,4.38,7.18
STC,2-2,SOU,1,2,2,1,1,1,1,0,2.31,2.98,3.56
HUD,3-0,NWC,3,3,0,0,1,1,0,0,2.24,3.07,3.59
CRY,1-2,BUR,0,1,2,1,1,1,0,0,1.66,3.63,5.82
WHU,1-1,EVE,1,1,1,1,1,0,0,0,3.00,3.17,2.49
TOT,1-2,SWA,0,1,2,1,1,1,0,0,1.46,4.38,7.18
CHE,4-2,WAT,3,4,2,1,1,1,1,1,1.85,3.47,4.51
ARS,0-1,BRI,0,0,1,0,0,0,0,0,1.57,3.96,6.26
WBA,0-1,MNC,0,0,1,0,0,0,0,0,1.23,6.22,13.1
MNU,1-1,BOU,1,1,1,1,1,0,0,0,1.37,4.87,8.61
LEI,3-3,STC,1,3,3,1,1,1,1,1,2.31,2.98,3.56
SOU,2-2,LIV,1,2,2,1,1,1,1,0,2.06,3.22,3.95
BRI,0-0,WBA,1,0,0,0,0,0,0,0,2.44,3.24,3.02
BUR,0-1,ARS,0,0,1,0,0,0,0,0,2.58,3.19,2.86
WAT,1-3,HUD,0,1,3,1,1,1,1,0,1.56,4.05,6.24
EVE,0-0,SWA,1,0,0,0,0,0,0,0,1.47,4.37,7.20
MNU,1-1,TOT,1,1,1,1,1,0,0,0,2.25,3.05,3.60
BOU,1-1,CHE,1,1,1,1,1,0,0,0,4.88,3.34,1.83
NWC,0-0,CRY,1,0,0,0,0,0,0,0,1.96,3.29,4.52
STC,2-1,WHU,3,2,1,1,1,1,0,0,1.95,3.32,4.25
